question,credit_card,loan,general
 VPBank có có được hỗ trợ trực tuyến qua ứng dụng hoặc website để giải đáp các câu hỏi liên quan đến các dịch vụ của mình không?,1,0,0
" Điều kiện để được sử dụng dịch vụ vay tín chấp, có gì khác nhau so với thẻ tín dụng?",0,1,0
 Nếu không có tiền bạc thì có thể tạo một vay trả về sau để mua hàng online?,0,0,1
 Tại sao lĩnh vực tài chính luôn là nền tảng cho kinh tế của mỗi nước?,1,1,0
" Tôi có thể khảo sát các sản phẩm, chính sách và hướng dẫn sử dụng trước khi tạo tài khoản ngân hàng trực tuyến?",0,0,1
" Vay nhanh nhất là gì, và có thể được sử dụng trải qua cả năm không?",0,1,0
 Đóng yếu để được ưu tiên trong quá trình thử nghiệm dịch vụ trực tuyến ngân hàng là gì?,0,1,0
" Nếu tôi muốn hỗ trợ tài chính tư vấn, có một số dịch vụ miễn phí chính thức không?",0,1,0
 Tôi có thể sử dụng vay cùng một lúng túng với thẻ tín dụng không?,1,0,0
 Tôi có thể hủy biến một lương tiền gửi vì lỗi do ngân hàng gửi lầm không?,0,1,0
 Bạn có thể hỗ trợ tôi mở một tài khoản online một cách đơn giản?,0,0,1
" Khi tôi có sử dụng thẻ ghi nợ, tôi có thể cắt thẻ để tránh lãi suất thêm?",0,0,1
 Địa chỉ trang web ngân hàng điện tử của VPBank NEO là gì?,0,0,1
 Có thể ngân hàng tạo cho một giấy phép cho tôi sử dụng tiết kiệm trực tuyến?,0,1,0
 Thời hạn chấp nhận nhận thẻ tín dụng mới nhất là bao nhiêu?,0,0,1
